order_id,order_date,customer_id,channel,campaign_id,order_amount,discount_pct,discount_amount,payment_method,refund_flag,refund_amount,refund_date,chargeback_flag
ORD-000094,2025-01-02,CUST-03803,Organic/Direct,,144.29,0.1,14.43,Debit Card,False,0.0,,False
ORD-000086,2025-01-02,CUST-02595,Organic/Direct,,132.35,0.15,19.85,Credit Card,False,0.0,,False
ORD-000087,2025-01-02,CUST-00167,Organic/Direct,,97.34,0.0,0.0,Credit Card,False,0.0,,False
ORD-000088,2025-01-02,CUST-01483,Organic/Direct,,73.15,0.0,0.0,Credit Card,False,0.0,,False
ORD-000089,2025-01-02,CUST-02388,Organic/Direct,,49.38,0.0,0.0,Debit Card,False,0.0,,False
ORD-000090,2025-01-02,CUST-03792,Organic/Direct,,142.65,0.05,7.13,Debit Card,False,0.0,,False
ORD-000091,2025-01-02,CUST-00157,Organic/Direct,,239.51,0.0,0.0,Debit Card,False,0.0,,False
ORD-000085,2025-01-02,CUST-01689,Organic/Direct,,144.45,0.0,0.0,Credit Card,False,0.0,,False
ORD-000092,2025-01-02,CUST-00747,Organic/Direct,,92.64,0.0,0.0,PayPal,False,0.0,,False
ORD-000093,2025-01-02,CUST-01850,Organic/Direct,,98.62,0.1,9.86,Debit Card,False,0.0,,False
ORD-000095,2025-01-02,CUST-03098,Organic/Direct,,109.59,0.0,0.0,Credit Card,False,0.0,,False
ORD-000101,2025-01-02,CUST-03936,Organic/Direct,,226.0,0.05,11.3,Credit Card,False,0.0,,False
ORD-000097,2025-01-02,CUST-00539,Organic/Direct,,53.83,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-000098,2025-01-02,CUST-02218,Organic/Direct,,116.93,0.1,11.69,Debit Card,False,0.0,,False
ORD-000099,2025-01-02,CUST-00928,Organic/Direct,,147.53,0.0,0.0,Credit Card,False,0.0,,False
ORD-000100,2025-01-02,CUST-03310,Organic/Direct,,90.06,0.1,9.01,Debit Card,False,0.0,,False
ORD-000102,2025-01-02,CUST-03698,Organic/Direct,,78.6,0.0,0.0,Credit Card,False,0.0,,False
ORD-000103,2025-01-02,CUST-01390,Organic/Direct,,97.55,0.0,0.0,Credit Card,False,0.0,,False
ORD-000104,2025-01-02,CUST-03152,Organic/Direct,,85.59,0.2,17.12,Credit Card,False,0.0,,False
ORD-000105,2025-01-02,CUST-03331,Organic/Direct,,124.22,0.0,0.0,Debit Card,False,0.0,,False
ORD-000106,2025-01-02,CUST-01521,Organic/Direct,,73.51,0.0,0.0,PayPal,False,0.0,,False
ORD-000107,2025-01-02,CUST-01474,Organic/Direct,,83.57,0.0,0.0,PayPal,False,0.0,,False
ORD-000084,2025-01-02,CUST-03444,Organic/Direct,,51.8,0.0,0.0,Debit Card,False,0.0,,False
ORD-000096,2025-01-02,CUST-01840,Organic/Direct,,129.53,0.0,0.0,PayPal,False,0.0,,False
ORD-000083,2025-01-02,CUST-00023,Organic/Direct,,86.44,0.0,0.0,Credit Card,False,0.0,,False
ORD-000061,2025-01-02,CUST-01088,Paid Search,CMP-0001,150.45,0.0,0.0,Debit Card,False,0.0,,False
ORD-000081,2025-01-02,CUST-01319,Display,CMP-0007,41.05,0.1,4.1,Credit Card,False,0.0,,False
ORD-000057,2025-01-02,CUST-01976,Paid Search,CMP-0002,95.11,0.0,0.0,Credit Card,False,0.0,,False
ORD-000058,2025-01-02,CUST-01242,Paid Search,CMP-0001,91.12,0.0,0.0,Credit Card,False,0.0,,False
ORD-000059,2025-01-02,CUST-00261,Paid Search,CMP-0002,81.91,0.0,0.0,Credit Card,False,0.0,,False
ORD-000060,2025-01-02,CUST-04137,Paid Search,CMP-0002,237.08,0.0,0.0,Credit Card,False,0.0,,False
ORD-000082,2025-01-02,CUST-01660,Organic/Direct,,81.09,0.0,0.0,Credit Card,False,0.0,,False
ORD-000063,2025-01-02,CUST-00938,Paid Search,CMP-0001,67.5,0.1,6.75,Credit Card,False,0.0,,False
ORD-000064,2025-01-02,CUST-00288,Paid Social,CMP-0003,81.64,0.05,4.08,Debit Card,False,0.0,,False
ORD-000065,2025-01-02,CUST-02453,Paid Social,CMP-0003,85.39,0.0,0.0,PayPal,False,0.0,,False
ORD-000066,2025-01-02,CUST-00840,Paid Social,CMP-0003,145.07,0.1,14.51,Debit Card,False,0.0,,False
ORD-000067,2025-01-02,CUST-01036,Paid Social,CMP-0004,50.97,0.15,7.65,Credit Card,False,0.0,,False
ORD-000068,2025-01-02,CUST-00173,Paid Social,CMP-0003,86.83,0.0,0.0,Debit Card,False,0.0,,False
ORD-000062,2025-01-02,CUST-00110,Paid Search,CMP-0002,112.52,0.0,0.0,PayPal,False,0.0,,False
ORD-000070,2025-01-02,CUST-00254,Email,CMP-0005,214.72,0.0,0.0,Credit Card,False,0.0,,False
ORD-000069,2025-01-02,CUST-02719,Email,CMP-0005,129.46,0.1,12.95,Credit Card,False,0.0,,False
ORD-000080,2025-01-02,CUST-01751,Display,CMP-0007,90.79,0.0,0.0,Credit Card,True,90.79,2025-01-19,False
ORD-000079,2025-01-02,CUST-02048,Display,CMP-0007,90.56,0.0,0.0,Debit Card,False,0.0,,False
ORD-000078,2025-01-02,CUST-03293,Affiliate,CMP-0006,78.58,0.05,3.93,Credit Card,True,74.65,2025-01-07,False
ORD-000076,2025-01-02,CUST-02132,Affiliate,CMP-0006,50.89,0.0,0.0,Debit Card,False,0.0,,False
ORD-000077,2025-01-02,CUST-00736,Affiliate,CMP-0006,51.34,0.15,7.7,Credit Card,False,0.0,,False
ORD-000074,2025-01-02,CUST-01496,Email,CMP-0005,209.04,0.0,0.0,Credit Card,False,0.0,,False
ORD-000073,2025-01-02,CUST-03201,Email,CMP-0005,103.58,0.0,0.0,Debit Card,False,0.0,,False
ORD-000072,2025-01-02,CUST-03382,Email,CMP-0005,77.19,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-000071,2025-01-02,CUST-01879,Email,CMP-0005,80.98,0.0,0.0,Credit Card,False,0.0,,False
ORD-000075,2025-01-02,CUST-01123,Affiliate,CMP-0006,87.83,0.0,0.0,PayPal,False,0.0,,False
ORD-000125,2025-01-03,CUST-02827,Organic/Direct,,86.73,0.15,13.01,Debit Card,False,0.0,,False
ORD-000129,2025-01-03,CUST-01257,Organic/Direct,,140.3,0.0,0.0,PayPal,False,0.0,,False
ORD-000126,2025-01-03,CUST-00253,Organic/Direct,,52.13,0.0,0.0,Credit Card,False,0.0,,False
ORD-000127,2025-01-03,CUST-02034,Organic/Direct,,39.97,0.0,0.0,Debit Card,False,0.0,,False
ORD-000128,2025-01-03,CUST-02039,Organic/Direct,,84.91,0.0,0.0,PayPal,False,0.0,,False
ORD-000130,2025-01-03,CUST-01679,Organic/Direct,,88.71,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-000136,2025-01-03,CUST-00815,Organic/Direct,,64.63,0.1,6.46,Credit Card,False,0.0,,False
ORD-000132,2025-01-03,CUST-03310,Organic/Direct,,180.83,0.0,0.0,PayPal,False,0.0,,False
ORD-000133,2025-01-03,CUST-01623,Organic/Direct,,70.27,0.0,0.0,Debit Card,False,0.0,,False
ORD-000134,2025-01-03,CUST-00582,Organic/Direct,,46.51,0.0,0.0,PayPal,False,0.0,,False
ORD-000135,2025-01-03,CUST-02574,Organic/Direct,,115.66,0.0,0.0,Debit Card,False,0.0,,False
ORD-000124,2025-01-03,CUST-04091,Organic/Direct,,71.27,0.15,10.69,PayPal,False,0.0,,False
ORD-000131,2025-01-03,CUST-02899,Organic/Direct,,55.28,0.0,0.0,PayPal,False,0.0,,False
ORD-000123,2025-01-03,CUST-02104,Organic/Direct,,76.81,0.0,0.0,PayPal,False,0.0,,False
ORD-000122,2025-01-03,CUST-01783,Organic/Direct,,105.44,0.05,5.27,Debit Card,False,0.0,,False
ORD-000121,2025-01-03,CUST-03552,Organic/Direct,,212.46,0.0,0.0,PayPal,False,0.0,,False
ORD-000108,2025-01-03,CUST-00158,Paid Search,CMP-0002,75.66,0.0,0.0,Credit Card,False,0.0,,False
ORD-000109,2025-01-03,CUST-02844,Paid Social,CMP-0003,32.81,0.1,3.28,Debit Card,True,29.53,2025-01-18,False
ORD-000111,2025-01-03,CUST-01655,Paid Social,CMP-0003,138.53,0.0,0.0,Credit Card,False,0.0,,False
ORD-000112,2025-01-03,CUST-00002,Paid Social,CMP-0003,111.43,0.0,0.0,Credit Card,False,0.0,,False
ORD-000113,2025-01-03,CUST-01112,Paid Social,CMP-0003,117.51,0.2,23.5,Credit Card,False,0.0,,False
ORD-000114,2025-01-03,CUST-02449,Email,CMP-0005,94.27,0.0,0.0,Credit Card,False,0.0,,False
ORD-000110,2025-01-03,CUST-00671,Paid Social,CMP-0004,43.31,0.0,0.0,Credit Card,False,0.0,,False
ORD-000116,2025-01-03,CUST-03795,Email,CMP-0005,179.64,0.1,17.96,Credit Card,False,0.0,,False
ORD-000117,2025-01-03,CUST-03176,Email,CMP-0005,94.02,0.0,0.0,Credit Card,False,0.0,,False
ORD-000118,2025-01-03,CUST-03200,Display,CMP-0007,63.91,0.1,6.39,Debit Card,False,0.0,,False
ORD-000119,2025-01-03,CUST-02089,Organic/Direct,,77.51,0.0,0.0,PayPal,False,0.0,,False
ORD-000120,2025-01-03,CUST-02918,Organic/Direct,,122.95,0.0,0.0,Credit Card,False,0.0,,False
ORD-000115,2025-01-03,CUST-01484,Email,CMP-0005,56.19,0.2,11.24,Debit Card,False,0.0,,False
ORD-000169,2025-01-04,CUST-03507,Organic/Direct,,135.87,0.1,13.59,Buy Now Pay Later,False,0.0,,False
ORD-000161,2025-01-04,CUST-03050,Display,CMP-0007,70.16,0.0,0.0,PayPal,False,0.0,,False
ORD-000163,2025-01-04,CUST-03237,Organic/Direct,,118.69,0.05,5.93,PayPal,False,0.0,,False
ORD-000164,2025-01-04,CUST-00859,Organic/Direct,,253.89,0.1,25.39,PayPal,False,0.0,,False
ORD-000165,2025-01-04,CUST-01023,Organic/Direct,,71.61,0.0,0.0,Debit Card,False,0.0,,False
ORD-000166,2025-01-04,CUST-03205,Organic/Direct,,80.05,0.15,12.01,Buy Now Pay Later,False,0.0,,False
ORD-000167,2025-01-04,CUST-03582,Organic/Direct,,293.38,0.0,0.0,PayPal,False,0.0,,False
ORD-000168,2025-01-04,CUST-00221,Organic/Direct,,61.16,0.0,0.0,Debit Card,False,0.0,,False
ORD-000170,2025-01-04,CUST-01730,Organic/Direct,,210.2,0.0,0.0,Debit Card,False,0.0,,False
ORD-000177,2025-01-04,CUST-02129,Organic/Direct,,157.75,0.0,0.0,Credit Card,False,0.0,,False
ORD-000172,2025-01-04,CUST-01524,Organic/Direct,,89.69,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-000173,2025-01-04,CUST-02447,Organic/Direct,,317.46,0.1,31.75,Credit Card,False,0.0,,False
ORD-000174,2025-01-04,CUST-03263,Organic/Direct,,83.66,0.0,0.0,Credit Card,False,0.0,,False
ORD-000175,2025-01-04,CUST-00828,Organic/Direct,,66.45,0.0,0.0,Credit Card,False,0.0,,False
ORD-000176,2025-01-04,CUST-00637,Organic/Direct,,184.23,0.1,18.42,Credit Card,False,0.0,,False
ORD-000160,2025-01-04,CUST-03472,Affiliate,CMP-0006,161.38,0.0,0.0,PayPal,False,0.0,,False
ORD-000178,2025-01-04,CUST-01636,Organic/Direct,,157.24,0.0,0.0,Credit Card,False,0.0,,False
ORD-000179,2025-01-04,CUST-01244,Organic/Direct,,149.8,0.0,0.0,Credit Card,False,0.0,,False
ORD-000180,2025-01-04,CUST-00118,Organic/Direct,,184.23,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-000171,2025-01-04,CUST-01550,Organic/Direct,,141.87,0.15,21.28,Credit Card,False,0.0,,False
ORD-000159,2025-01-04,CUST-00546,Affiliate,CMP-0006,115.56,0.2,23.11,PayPal,False,0.0,,False
ORD-000162,2025-01-04,CUST-01251,Organic/Direct,,109.33,0.0,0.0,Credit Card,False,0.0,,False
ORD-000157,2025-01-04,CUST-00063,Affiliate,CMP-0006,56.22,0.0,0.0,Credit Card,False,0.0,,False
ORD-000158,2025-01-04,CUST-03846,Affiliate,CMP-0006,180.32,0.0,0.0,Debit Card,False,0.0,,False
ORD-000138,2025-01-04,CUST-03308,Paid Search,CMP-0002,80.47,0.0,0.0,PayPal,False,0.0,,False
ORD-000139,2025-01-04,CUST-00321,Paid Search,CMP-0001,55.25,0.5,27.62,PayPal,False,0.0,,True
ORD-000140,2025-01-04,CUST-00849,Paid Search,CMP-0001,92.26,0.05,4.61,Credit Card,False,0.0,,False
ORD-000141,2025-01-04,CUST-00258,Paid Social,CMP-0003,49.25,0.05,2.46,Credit Card,False,0.0,,False
ORD-000142,2025-01-04,CUST-04200,Paid Social,CMP-0003,58.85,0.0,0.0,Debit Card,False,0.0,,False
ORD-000143,2025-01-04,CUST-02998,Paid Social,CMP-0004,94.54,0.2,18.91,Credit Card,False,0.0,,False
ORD-000144,2025-01-04,CUST-01119,Paid Social,CMP-0004,79.61,0.0,0.0,Credit Card,False,0.0,,False
ORD-000145,2025-01-04,CUST-02498,Paid Social,CMP-0004,94.67,0.2,18.93,PayPal,False,0.0,,False
ORD-000146,2025-01-04,CUST-03818,Paid Social,CMP-0004,40.49,0.0,0.0,Credit Card,False,0.0,,False
ORD-000137,2025-01-04,CUST-03053,Paid Search,CMP-0001,92.64,0.0,0.0,Credit Card,False,0.0,,False
ORD-000148,2025-01-04,CUST-00651,Paid Social,CMP-0004,58.35,0.0,0.0,PayPal,False,0.0,,False
ORD-000147,2025-01-04,CUST-00384,Paid Social,CMP-0004,99.18,0.05,4.96,Debit Card,False,0.0,,False
ORD-000155,2025-01-04,CUST-02377,Affiliate,CMP-0006,142.48,0.0,0.0,Credit Card,True,142.48,2025-01-17,False
ORD-000154,2025-01-04,CUST-02836,Affiliate,CMP-0006,85.56,0.0,0.0,Credit Card,False,0.0,,False
ORD-000153,2025-01-04,CUST-02713,Email,CMP-0005,102.64,0.0,0.0,Credit Card,False,0.0,,False
ORD-000156,2025-01-04,CUST-00312,Affiliate,CMP-0006,201.37,0.0,0.0,Credit Card,True,201.37,2025-01-16,False
ORD-000151,2025-01-04,CUST-02343,Email,CMP-0005,72.29,0.15,10.84,Buy Now Pay Later,False,0.0,,False
ORD-000150,2025-01-04,CUST-00290,Paid Social,CMP-0003,191.8,0.05,9.59,Buy Now Pay Later,True,182.21,2025-01-22,False
ORD-000149,2025-01-04,CUST-01030,Paid Social,CMP-0003,89.6,0.0,0.0,PayPal,False,0.0,,False
ORD-000152,2025-01-04,CUST-03807,Email,CMP-0005,102.03,0.0,0.0,Credit Card,False,0.0,,False
ORD-000204,2025-01-05,CUST-00330,Affiliate,CMP-0006,41.67,0.05,2.08,Credit Card,False,0.0,,False
ORD-000211,2025-01-05,CUST-03742,Organic/Direct,,62.18,0.15,9.33,PayPal,False,0.0,,False
ORD-000205,2025-01-05,CUST-03229,Affiliate,CMP-0006,138.97,0.0,0.0,PayPal,False,0.0,,False
ORD-000206,2025-01-05,CUST-01554,Affiliate,CMP-0006,56.01,0.15,8.4,PayPal,False,0.0,,False
ORD-000207,2025-01-05,CUST-01956,Affiliate,CMP-0006,160.13,0.0,0.0,Credit Card,False,0.0,,False
ORD-000208,2025-01-05,CUST-01289,Affiliate,CMP-0006,45.64,0.05,2.28,Credit Card,False,0.0,,False
ORD-000209,2025-01-05,CUST-01004,Display,CMP-0007,109.56,0.2,21.91,Credit Card,False,0.0,,False
ORD-000210,2025-01-05,CUST-02608,Organic/Direct,,252.4,0.0,0.0,Credit Card,False,0.0,,False
ORD-000212,2025-01-05,CUST-03375,Organic/Direct,,57.89,0.0,0.0,Debit Card,False,0.0,,False
ORD-000217,2025-01-05,CUST-02966,Organic/Direct,,92.85,0.0,0.0,Debit Card,False,0.0,,False
ORD-000214,2025-01-05,CUST-02415,Organic/Direct,,111.95,0.0,0.0,Debit Card,False,0.0,,False
ORD-000215,2025-01-05,CUST-00968,Organic/Direct,,91.61,0.1,9.16,Credit Card,False,0.0,,False
ORD-000216,2025-01-05,CUST-03738,Organic/Direct,,84.84,0.25,21.21,Credit Card,False,0.0,,False
ORD-000218,2025-01-05,CUST-04152,Organic/Direct,,71.59,0.05,3.58,PayPal,False,0.0,,False
ORD-000219,2025-01-05,CUST-02245,Organic/Direct,,150.33,0.0,0.0,Debit Card,False,0.0,,False
ORD-000220,2025-01-05,CUST-03879,Organic/Direct,,69.78,0.0,0.0,PayPal,False,0.0,,False
ORD-000221,2025-01-05,CUST-02130,Organic/Direct,,136.37,0.0,0.0,Credit Card,False,0.0,,False
ORD-000222,2025-01-05,CUST-01530,Organic/Direct,,76.59,0.0,0.0,PayPal,False,0.0,,False
ORD-000203,2025-01-05,CUST-01929,Affiliate,CMP-0006,55.81,0.0,0.0,Credit Card,False,0.0,,False
ORD-000213,2025-01-05,CUST-00728,Organic/Direct,,50.82,0.0,0.0,Credit Card,False,0.0,,False
ORD-000202,2025-01-05,CUST-01659,Affiliate,CMP-0006,151.13,0.0,0.0,PayPal,False,0.0,,False
ORD-000183,2025-01-05,CUST-00995,Paid Search,CMP-0001,50.61,0.0,0.0,Credit Card,False,0.0,,False
ORD-000200,2025-01-05,CUST-00293,Email,CMP-0005,46.36,0.05,2.32,Credit Card,False,0.0,,False
ORD-000201,2025-01-05,CUST-03275,Email,CMP-0005,76.52,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-000181,2025-01-05,CUST-02813,Paid Search,CMP-0002,111.63,0.25,27.91,Buy Now Pay Later,False,0.0,,False
ORD-000182,2025-01-05,CUST-02220,Paid Search,CMP-0002,98.13,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-000184,2025-01-05,CUST-03456,Paid Search,CMP-0001,144.67,0.1,14.47,Credit Card,False,0.0,,False
ORD-000185,2025-01-05,CUST-03031,Paid Search,CMP-0001,153.52,0.05,7.68,Credit Card,False,0.0,,False
ORD-000187,2025-01-05,CUST-04197,Paid Social,CMP-0004,173.27,0.0,0.0,Credit Card,False,0.0,,False
ORD-000188,2025-01-05,CUST-03526,Paid Social,CMP-0004,40.41,0.0,0.0,Credit Card,False,0.0,,False
ORD-000189,2025-01-05,CUST-01767,Paid Social,CMP-0003,185.95,0.0,0.0,Credit Card,False,0.0,,False
ORD-000190,2025-01-05,CUST-00973,Paid Social,CMP-0004,45.87,0.0,0.0,Credit Card,False,0.0,,False
ORD-000186,2025-01-05,CUST-00458,Paid Search,CMP-0001,349.98,0.0,0.0,Debit Card,False,0.0,,False
ORD-000192,2025-01-05,CUST-00497,Paid Social,CMP-0004,68.37,0.0,0.0,Credit Card,False,0.0,,False
ORD-000191,2025-01-05,CUST-04102,Paid Social,CMP-0004,107.05,0.0,0.0,Credit Card,False,0.0,,False
ORD-000198,2025-01-05,CUST-00067,Email,CMP-0005,41.22,0.1,4.12,PayPal,False,0.0,,False
ORD-000197,2025-01-05,CUST-01016,Email,CMP-0005,167.37,0.1,16.74,Debit Card,False,0.0,,False
ORD-000196,2025-01-05,CUST-01382,Email,CMP-0005,272.88,0.0,0.0,Debit Card,False,0.0,,False
ORD-000199,2025-01-05,CUST-02939,Email,CMP-0005,134.02,0.0,0.0,Credit Card,False,0.0,,False
ORD-000194,2025-01-05,CUST-00097,Email,CMP-0005,262.45,0.0,0.0,Debit Card,False,0.0,,False
ORD-000193,2025-01-05,CUST-00272,Email,CMP-0005,125.7,0.0,0.0,Credit Card,False,0.0,,False
ORD-000195,2025-01-05,CUST-03393,Email,CMP-0005,47.69,0.0,0.0,PayPal,False,0.0,,False
ORD-000248,2025-01-06,CUST-01361,Affiliate,CMP-0006,103.03,0.0,0.0,PayPal,False,0.0,,False
ORD-000256,2025-01-06,CUST-03581,Organic/Direct,,93.32,0.0,0.0,PayPal,False,0.0,,False
ORD-000249,2025-01-06,CUST-00004,Display,CMP-0007,78.2,0.1,7.82,Credit Card,False,0.0,,False
ORD-000250,2025-01-06,CUST-03275,Display,CMP-0007,64.18,0.0,0.0,PayPal,False,0.0,,False
ORD-000251,2025-01-06,CUST-01078,Display,CMP-0007,41.3,0.0,0.0,Credit Card,False,0.0,,False
ORD-000252,2025-01-06,CUST-03268,Organic/Direct,,44.63,0.0,0.0,Credit Card,False,0.0,,False
ORD-000253,2025-01-06,CUST-02268,Organic/Direct,,69.48,0.0,0.0,Debit Card,False,0.0,,False
ORD-000254,2025-01-06,CUST-03909,Organic/Direct,,90.53,0.05,4.53,Credit Card,False,0.0,,False
ORD-000255,2025-01-06,CUST-00318,Organic/Direct,,69.32,0.05,3.47,PayPal,False,0.0,,False
ORD-000257,2025-01-06,CUST-01285,Organic/Direct,,179.92,0.0,0.0,Credit Card,False,0.0,,False
ORD-000268,2025-01-06,CUST-01707,Organic/Direct,,102.82,0.0,0.0,Credit Card,False,0.0,,False
ORD-000260,2025-01-06,CUST-00385,Organic/Direct,,69.41,0.05,3.47,Buy Now Pay Later,False,0.0,,False
